unixtime,timestamp,load_kw
1741971300,2025-03-14 16:55:00+00:00,0.0765345902350884
1741971360,2025-03-14 16:56:00+00:00,0.023999999999997357
1741971420,2025-03-14 16:57:00+00:00,0.023999999999997357
1741971480,2025-03-14 16:58:00+00:00,0.02400000000001068
1741971540,2025-03-14 16:59:00+00:00,0.023999999999997357
1741971600,2025-03-14 17:00:00+00:00,0.023999999999997357
1741971660,2025-03-14 17:01:00+00:00,0.023999999999997357
1741971720,2025-03-14 17:02:00+00:00,0.023999999999997357
1741971780,2025-03-14 17:03:00+00:00,0.02400000000001068
1741971840,2025-03-14 17:04:00+00:00,0.023999999999997357
1741971900,2025-03-14 17:05:00+00:00,0.023999999999997357
1741971960,2025-03-14 17:06:00+00:00,0.06461538461537852
1741972020,2025-03-14 17:07:00+00:00,0.06461538461539185
1741972080,2025-03-14 17:08:00+00:00,0.06461538461537852
1741972140,2025-03-14 17:09:00+00:00,0.06461538461539185
1741972200,2025-03-14 17:10:00+00:00,0.06461538461537852
1741972260,2025-03-14 17:11:00+00:00,0.06461538461539185
1741972320,2025-03-14 17:12:00+00:00,0.06461538461537852
1741972380,2025-03-14 17:13:00+00:00,0.06461538461539185
1741972440,2025-03-14 17:14:00+00:00,0.06461538461537852
1741972500,2025-03-14 17:15:00+00:00,0.06461538461539185
1741972560,2025-03-14 17:16:00+00:00,0.06461538461537852
1741972620,2025-03-14 17:17:00+00:00,0.06461538461539185
1741972680,2025-03-14 17:18:00+00:00,0.06461538461537852
1741972740,2025-03-14 17:19:00+00:00,0.01874999999999627
1741972800,2025-03-14 17:20:00+00:00,0.018750000000009592
1741972860,2025-03-14 17:21:00+00:00,0.01874999999999627
1741972920,2025-03-14 17:22:00+00:00,0.01874999999999627
1741972980,2025-03-14 17:23:00+00:00,0.018750000000009592
1741973040,2025-03-14 17:24:00+00:00,0.01874999999999627
1741973100,2025-03-14 17:25:00+00:00,0.01874999999999627
1741973160,2025-03-14 17:26:00+00:00,0.01874999999999627
1741973220,2025-03-14 17:27:00+00:00,0.018750000000009592
1741973280,2025-03-14 17:28:00+00:00,0.01874999999999627
1741973340,2025-03-14 17:29:00+00:00,0.01874999999999627
1741973400,2025-03-14 17:30:00+00:00,0.018750000000009592
1741973460,2025-03-14 17:31:00+00:00,0.01874999999999627
1741973520,2025-03-14 17:32:00+00:00,0.01874999999999627
1741973580,2025-03-14 17:33:00+00:00,0.018750000000009592
1741973640,2025-03-14 17:34:00+00:00,0.01874999999999627
1741973700,2025-03-14 17:35:00+00:00,0.011428571428577783
1741973760,2025-03-14 17:36:00+00:00,0.01142857142856446
1741973820,2025-03-14 17:37:00+00:00,0.011428571428577783
1741973880,2025-03-14 17:38:00+00:00,0.01142857142856446
1741973940,2025-03-14 17:39:00+00:00,0.011428571428577783
1741974000,2025-03-14 17:40:00+00:00,0.01142857142856446
